id,slug,lugar,fecha,descripcion,imagenes,destacada
2,chascomus-nuestra-senora-lujan,Chascomús - Nuestra Señora de Luján,2025-06-08,"El 8 de junio de 2025 a las 11 hs, en la Iglesia de Nuestra Señora de Luján de Chascomús, vivimos un momento verdaderamente extraordinario: la entronización de la imagen de Carlo Acutis.","/img/entronizaciones/chascomus/entronizacion-iglesia-lujan-chascomus-1.jpg|/img/entronizaciones/chascomus/entronizacion-iglesia-lujan-chascomus-2.jpg|/img/entronizaciones/chascomus/entronizacion-iglesia-lujan-chascomus-3.jpg|/img/entronizaciones/chascomus/entronizacion-iglesia-lujan-chascomus-4.jpg",true
